Shark,Direction_of_Swim,Depth,Raw_w_another_shark,Raw_Position_other_shark,Raw_Depth_other_shark,Second_other_Shark,Second_Shark_Position,Second_Shark_Depth,Third_Other_Shark,Third_Shark_Position,Third_Shark_Depth
AL,CC,S,TA,X,L,,,,,,
TA,CC,B,TR,X,H,,,,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,X,L,TR,X,L,,,
AL,CC,S,TR,X,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CW,B,TR,X,H,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CC,B,AL,,,,,,,,
AL,CW,S,TR,N,E,,,,,,
AL,CW,S,TA,B,L,,,,,,
TR,CC,B,AL,X,H,,,,,,
TA,CC,B,TR,B,L,,,,,,
TA,CC,S,YU,X,L,,,,,,
TA,CC,S,TR,X,E,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CC,S,TR,X,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CW,B,TA,B,,,,,,,
AL,CW,B,TR,X,,,,,,,
TA,CW,S,AL,A,E,TR,X,E,,,
AL,CW,B,TA,B,L,,,,,,
TR,CW,S,TA,A,,,,,,,
AL,CW,S,TR,X,,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,T,X,,,,,,,
AL,CW,B,TR,X,E,,,,,,
TR,CW,B,T,X,E,,,,,,
AL,CW,S,YU,X,E,,,,,,
TR,CW,S,YU,X,,,,,,,
TR,CW,S,AL,X,H,,,,,,
TA,CW,B,TR,X,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
AL,CW,S,Nandi,X,,,,,,,
AL,CC,S,TA,X,L,,,,,,
TA,CW,B,TR,B,H,,,,,,
AL,CW,VD,TA,B,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
TR,CC,D,TR,N,H,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,S,TR,X,L,,,,,,
TR,CW,S,AL,A,E,,,,,,
AL,CC,S,TA,X,,,,,,,
TA,CC,S,TR,X,,,,,,,
TA,CC,S,TR,X,,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,S,TA,X,,,,,,,
AL,CW,S,TR,A,L,,,,,,
TA,CC,D,TR,X,H,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,S,,X,,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CC,S,AL,A,E,,,,,,
TR,CW,B,TA,B,L,,,,,,
AL,CW,S,TR,N,L,,,,,,
TA,CW,S,TR,X,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TR,CW,S,TA,B,L,,,,,,
TR,CW,S,TA,B,L,,,,,,
TR,CW,B,TA,X,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
TR,CC,B,TA,B,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CC,VD,AL,B,H,,,,,,
TR,CC,B,TA,A,E,AL,N,H,,,
TA,CC,D,AL,A,E,,,,,,
TR,CW,B,TA,X,L,,,,,,
TR,CW,B,AL,X,E,,,,,,
TA,CW,B,AL,A,E,,,,,,
TA,CW,D,TR,X,L,,,,,,
TA,CW,B,,X,L,,,,,,
TR,CW,VD,TA,B,E,,,,,,
TA,CW,VD,TR,B,S,,,,,,
AL,CW,B,TA,B,L,,,,,,
TR,CW,D,TA,X,E,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,S,TA,X,E,TR,B,L,,,
TR,CW,B,AL,B,H,,,,,,
TA,CC,B,TR,X,E,,,,,,
TR,CW,S,YU,,L,,,,,,
TR,CW,S,TA,A,E,YU,A,E,,,
TA,CC,S,TR,X,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
TR,CC,D,YU,X,,,,,,,
TR,CC,B,AL,X,,,,,,,
TA,CC,S,TR,B,H,,,,,,
TA,CC,S,YU,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
AL,CW,B,TR,B>N,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TR,N,E,,,,,,
TR,CW,D,AL,N,H,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
TR,CW,B,YU,N,E,,,,,,
TA,CC,B,AL,A,H,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,B,TA,B,L,,,,,,
TR,CC,S,AL,B,E,,,,,,
TR,CC,S,TA,B,E,,,,,,
TA,CC,B,AL,X,E,,,,,,
TA,CW,B,TR,X,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TA,CW,S,AL,X,E,,,,,,
AL,CC,B,TA,A,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
TR,CC,S,TA,B,L,,,,,,
TA,CC,VD,AL,B,E,,,,,,
TA,CC,VD,AL,B,E,,,,,,
AL,CW,VD,TR,B,L,,,,,,
TA,CC,D,AL,X,E,,,,,,
TA,CC,D,TR,B,,,,,,,
AL,CW,B,TR,X,H,,,,,,
TA,CC,B,AL,B,L,TR,B,L,,,
TR,CC,B,TA,X,L,,,,,,
AL,CC,B,TA,B,L,,,,,,
TA,CW,B,AL,B,L,,,,,,
TA,CW,S,TR,B,H,,,,,,
TA,CC,D,AL,X,H,TR,B,,,,
TA,CW,D,TR,B,H,,,,,,
TR,CC,D,TA,X,L,,,,,,
TA,CC,B,TR,X,L,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CW,B,TA,X,L,,,,,,
AL,CW,B,TR,B,L,TA,X,L,,,
TA,CW,B,TR,X,H,,,,,,
TR,CW,S,AL,B,E,,,,,,
TA,CW,D,AL,B,H,,,,,,
TR,CW,B,AL,X,E,,,,,,
TA,CW,B,TR,B,E,,,,,,
TR,CW,B,TA,N,E,,,,,,
TA,CW,B,AL,N,E,,,,,,
TA,CW,D,TR,B,E,,,,,,
TA,CC,D,AL,X,L,,,,,,
TR,CW,VD,AL,B,L,,,,,,
TA,CW,B,AL,X,H,,,,,,
TR,CW,S,TA,X,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,B,TR,X,H,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CW,S,TA,B,E,,,,,,
AL,CW,B,TA,N,L,,,,,,
AL,CW,B,TR,X,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CC,S,TA,X,L,,,,,,
TR,CW,S,AL,B,E,,,,,,
TR,CW,S,AL,B,E,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,B,TR,B,E,,,,,,
TA,CW,D,TR,X,H,AL,X,H,,,
TA,CC,S,AL,X,H,,,,,,
TA,CW,S,TR,X,L,,,,,,
TA,N1,,,X,RAY VEERED,,,,,,
AL,N1,B,YU,A,E,,,,,,
AL,N1,S,,X,E,,,,,,
TA,N1,B,AL,B,E,,,,,,
AL,N1,S,YU,B,E,,,,,,
AL,N1,S,,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,B,AL,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
TR,CW,B,AL,A,,,,,,,
TR,CW,S,AL,X,H,,,,,,
TA,CW,D,AL,A,H,,,,,,
TR,CW,B,AL,A,L,,,,,,
AL,CW,S,TR,A,L,,,,,,
AL,CW,B,TA,A>N,E,,,,,,
AL,CW,B,TR,N,L,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,D,TA,N,E,,,,,,
TA,CW,D,AL,N,E,,,,,,
TA,CC,S,AL,A,E,,,,,,
TR,CW,D,TA,N,H,,,,,,
TA,CW,B,AL,A,E,,,,,,
TR,CW,S,TA,A,E,,,,,,
TR,CW,B,TA,X,L,,,,,,
TR,CW,D,AL,B,H,,,,,,
TA,CW,B,AL,A,E,,,,,,
TR,CW,D,TA,X,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CW,S,AL,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TR,CW,S,TA,B,L,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CW,D,AL,A,H,,,,,,
AL,CW,S,TA,B,L,,,,,,
AL,CW,B,TR,X,E,,,,,,
TR,CW,S,AL,B,,,,,,,
AL,CW,S,TA,B,L,,,,,,
TA,CC,B,TR,B,,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,S,TA,X,,,,,,,
TA,CW,B,TR,X,,,,,,,
TR,CC,S,TA,B,E,,,,,,
TA,CC,S,AL,X,,,,,,,
TR,CW,S,TA,X,L,,,,,,
AL,CW,S,,X,E,,,,,,
TA,CC,B,AL,X,H,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,B,TR,X,H,,,,,,
YU,CW,B,AL,X,H,,,,,,
AL,CC,S,YU,X,E,,,,,,
AL,CW,B,TR,B,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
TA,CC,B,AL,A,H,,,,,,
TA,CC,D,TR,B,E,,,,,,
AL,CC,B,TA,X,E,,,,,,
TA,CC,B,AL,A,E,,,,,,
TR,CC,D,AL,N,H,,,,,,
TA,CC,B,AL,B,H,,,,,,
AL,CC,S,TA,A,L,,,,,,
AL,CC,B,TA,A,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CC,S,AL,A,E,,,,,,
AL,CC,D,TR,X,H,,,,,,
AL,CC,S,TA,A,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CW,S,YU,A,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
TR,CW,S,AL,X,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
YU,CW,B,TR,B,H,,,,,,
YU,CW,B,AL,X,L,,,,,,
YU,CW,VD,AL,X,H,,,,,,
TA,CW,B,AL,X,H,,,,,,
YU,CW,S,AL,A,E,,,,,,
TA,CW,S,TR,?,E,,,,,,
TA,CW,D,AL,X,H,,,,,,
TA,CC,D,TR,N,E,,,,,,
TR,CC,D,TA,N,E,,,,,,
TR,CC,S,TA,A,E,,,,,,
TA,CW,S,YU,A,,,,,,,
TA,CW,S,TR,A,,,,,,,
TA,CC,B,TR,N,,,,,,,
TR,CC,B,TA,N,,,,,,,
AL,CC,B,TA,X,E,,,,,,
TA,CW,S,AL,X,E,,,,,,
TR,CW,B,TA,X,E,,,,,,
TA,CW,D,AL,X,L,,,,,,
TR,CW,B,TA,X,,,,,,,
TR,CC,S,TA,A,H,,,,,,
TA,CC,S,TR,B,L,,,,,,
AL,CC,S,TR,X,L,TA,X,E,,,
AL,CC,S,TR,X,E,,,,,,
TR,CC,B,TR,A,E,,,,,,
TA,CC,D,TR,B>N>A,E,,,,,,
TR,CW,D,TR,X,E,,,,,,
TR,CW,B,AL,B,L,,,,,,
TR,CC,S,TA,X,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
AL,CC,S,TR,B,L,,,,,,
TR,CC,D,AL,A,H,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CC,B,AL,X,H,,,,,,
TR,CW,S,TA,X,L,,,,,,
TR,CW,B,YU,A,L,,,,,,
TR,CW,S,YU,A,L,,,,,,
TR,CW,S,TA,B,,,,,,,
TR,CW,S,YU,B,E,,,,,,
AL,CW,S,TR,X,B,YU,X,E,,,
TR,CW,S,YU,X,E,AL,X,L,,,
TA,CW,B,YU,,A,,,,,,
AL,CW,B,YU,X,L,,,,,,
AL,CW,B,TR,X,H,,,,,,
TA,CW,B,AL,B,,,,,,,
AL,CC,B,TA,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TA,B,,,,,,,
AL,CW,B,TA,B,,,,,,,
TA,CW,S,TR,B,,,,,,,
TR,CW,S,TA,X,L,,,,,,
TA,CC,B,TR,X,E,,,,,,
TR,CC,D,TA,X,E,,,,,,
TR,CW,S,TA,X,L,AL,X,E,,,
TA,CC,B,AL,B,H,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,S,AL,B,L,,,,,,
TR,CW,S,AL,B,,,,,,,
AL,CW,S,Nandi,X,H,,,,,,
AL,CW,S,TA,X,L,,,,,,
TR,CC,D,TA,X,H,,,,,,
TR,CC,S,AL,B,E,,,,,,
AL,CC,S,TR,A,E,,,,,,
AL,CW,S,TA,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,D,TA,X,H,,,,,,
TA,CC,D,TR,X,H,,,,,,
AL,CW,S,TA,,L,,,,,,
TA,CC,B,TR,B,H,,,,,,
AL,CW,S,Nandi,N,H,,,,,,
TA,CC,B,TR,X,H>L,,,,,,
AL,CC,S,TR,X,L,TA,B,L,,,
AL,CW,S,Nandi,N,H,,,,,,
AL,CW,S,TR,,,,,,,,
AL,CC,B,TR,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
TR,CW,B,TA,X,H,,,,,,
TA,CC,B,TR,X,L,,,,,,
TA,CC,S,AL,A,E,,,,,,
AL,CC,S,TA,B,E,,,,,,
AL,CW,S,TR,X,,,,,,,
TR,CC,S,AL,X,E,,,,,,
TR,CC,B,AL,X,H,,,,,,
AL,CW,B,TR,X,E,,,,,,
TA,CW,B,AL,B,E,TR,X,L,,,
AL,CW,B,TA,B,L,,,,,,
TA,CW,D,AL,A,H,TR,B,H,,,
TA,CW,D,TR,,H,,,,,,
TA,CW,D,TR,,H,,,,,,
AL,CW,B,T?,,E,,,,,,
TR,CW,VD,AL,X,H,,,,,,
TR,CW,D,AL,X,E,,,,,,
AL,CW,S,TR,X,H,TA,X,E,,,
TR,CC,S,YU,A,,,,,,,
AL,CW,D,TR,B,,,,,,,
TA,CC,S,TR,X,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
AL,CW,B,TR,X,L,,,,,,
TR,CW,B,TR,B,,,,,,,
TA,CC,S,AL,X,L,,,,,,
AL,CC,S,TR,B,L,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CC,S,TR,B,L,,,,,,
TR,CC,B,AL,A,H,,,,,,
TR,,D,AL,B,E,,,,,,
TR,,B,TA,X,L,,,,,,
AL,,S,TA,X,E,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,D,AL,X,H,,,,,,
AL,CC,S,TR,A,L,,,,,,
TR,CC,B,AL,B,H,,,,,,
TR,CC,S,AL,B,E,TA,B,E,,,
AL,CW,S,TA,A,E,,,,,,
TA,CC,S,AL,B,H,TR,N>A,E>H,,,
AL,CC,S,Nandi,X,E,,,,,,
TR,CC,B,TR,B,L,,,,,,
AL,CC,S,TA,B,E,,,,,,
TA,CC,B,Nandi,N,L,,,,,,
TR,CW,B,TA,X,E,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CC,S,TA,B,L>E,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CC,B,AL,N,H,,,,,,
TR,CW,S,TA,X,L,,,,,,
TR,CW,S,AL,A,E,TA,X,L,,,
TA,CW,S,TR,X,L,,,,,,
TA,CW,B,TR,X,L,,,,,,
TA,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CW,VD,TR,X,L,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,D,TA,X,H,,,,,,
AL,CC,S,TA,B,L,TR,X,L,,,
TR,CC,B,AL,B,H,,,,,,
TR,CW,S,AL,X,,,,,,,
AL,CC,S,TR,X,,,,,,,
YU,CW,VD,AL,X,H,,,,,,
TA,CC,S,AL,B,,,,,,,
TA,CW,S,YU,A,H,,,,,,
AL,CC,S,YU,X,E,,,,,,
TR,CW,S,TA,X,,,,,,,
TR,CC,S,TA,B,,,,,,,
AL,CC,S,TR,A,E,,,,,,
TR,CC,S,AL,B,E,,,,,,
TA,CC,B,TR,B,H,,,,,,
TR,CC,S,TA,A,L,,,,,,
TR,CC,S,TA,B,L,,,,,,
TA,CC,D,TR,A,H,,,,,,
TR,CW,B,TA,,,,,,,,
TR,CW,S,AL,X,E,,,,,,
TA,,S,TR,B,H,AL,B,L,,,
TR,,B,TA,B,,,,,,,
AL,CW,S,TA,X,,,,,,,
AL,CW,S,TA,B,L,,,,,,
TR,CW,S,AL,B,L,,,,,,
AL,CC,B,TA,B,H,,,,,,
AL,CC,S,TR,X,L,,,,,,
TR,CW,B,TA,X,H,,,,,,
AL,CW,S,TA,A,E,,,,,,
TR,CC,B,AL,A,H,,,,,,
AL,CW,S,TR,X,H,,,,,,
TA,CW,B,TR,X,E,,,,,,
AL,CW,S,,,L,,,,,,
TR,CC,B,TA,X,E,,,,,,
AL,CC,S,TA,A,L,,,,,,
AL,CC,S,TA,B,L,,,,,,
AL,CW,S,,X,E,,,,,,
AL,CC,S,TA,X,L,,,,,,
AL,CC,S,TA,X,L,,,,,,
TA,CC,D,,,H,,,,,,
AL,CC,S,,X,H,,,,,,
AL,CW,S,TA,X,E,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,B,YU,X,L,,,,,,
AL,CC,S,,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CC,S,TR,X,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
AL,CW,S,TR,X,L,,,,,,
TA,CC,B,AL,A,L,,,,,,
AL,CC,S,,X,L,,,,,,
AL,CW,S,TR,X,L,TA,N,E,,,
TR,CW,S,TA,A,E,,,,,,
TA,CW,B,AL,L,E,,,,,,
TA,CW,B,AL,A,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
TR,CW,D,TA,X,H,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CW,S,AL,A,E,,,,,,
TA,CW,B,TR,X,,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CC,B,TR,X,,,,,,,
AL,CC,S,TR,X,L,TA,B,D,,,
TA,CC,S,TR,X,L,,,,,,
TA,CC,S,TR,X,H,,,,,,
TA,CW,B,AL,A>N,H,,,,,,
TR,CW,S,AL,X,,,,,,,
AL,CC,D,TR,X,E,,,,,,
TR,CC,S,AL,X,E>H,,,,,,
TA,CC,B,TR,X,,,,,,,
TA,CC,S,AL,B,E,,,,,,
TR,CC,D,AL,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,B,E,TA,X,E,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,B,TR,X,,,,,,,
AL,CC,D,TR,B,E,,,,,,
TR,CC,D,AL,A,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,,S,AL,A,E,,,,,,
AL,,S,TR,B,E,,,,,,
AL,CC,B,TA,E,L,,,,,,
AL,CW,S,TA,X,E,,,,,,
TA,CC,S,AL,B,L,,,,,,
AL,CC,D,TA,,H,,,,,,
AL,CW,S,YU,N,L,,,,,,
TR,CW,D,TR,X,H,,,,,,
AL,CC,S,YU,X,E,,,,,,
YU,CW,S,AL,X,E,,,,,,
TR,CW,B,TA,B,L,,,,,,
TR,CW,B,TA,B,L,,,,,,
AL,CC,S,TR,X,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CW,S,AL,B,E,,,,,,
TR,CW,S,TA,B,L,,,,,,
TA,CW,S,TR,A,H,,,,,,
TR,CW,S,TA,B,L,,,,,,
TA,CW,S,TR,A,H,,,,,,
TR,CW,S,TA,N,L,,,,,,
TA,CW,VD,TR,N,H,,,,,,
TR,CW,S,TA,B,L,,,,,,
TA,CW,VD,TR,A,H,,,,,,
TA,CW,B,TR,X,E,,,,,,
TR,CC,S,AL,X,E,,,,,,
AL,CW,S,,X,E,,,,,,
TA,CW,D,AL,B,H,,,,,,
TA,CC,D,AL,B,H,,,,,,
TR,CC,S,AL,B,H,,,,,,
AL,CC,B,TA,B,L,,,,,,
AL,CC,B,YU,X,H,,,,,,
TA,CC,S,TR,B,H,,,,,,
TA,CW,S,AL,B,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
AL,CW,S,AL,B,L,,,,,,
TR,CW,B,TR,B,H,,,,,,
TR,CC,S,Nandi,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,S,TR,X,E,,,,,,
TA,CW,S,TR,A,H,,,,,,
TA,CW,S,Nandi,X,H,,,,,,
AL,CW,S,TR,N,E>L,,,,,,
TA,CW,B,Nandi,X,H,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,B,TA,A,L,,,,,,
AL,CW,S,TR,B,E,,,,,,
TR,CW,B,AL,B,,TA,B,,,,
TA,CW,B,Nandi,X,,,,,,,
YU,CW,B,TR,N,E,,,,,,
AL,CW,D,TR,N,E,,,,,,
AL,CC,B,TR,X,L,,,,,,
AL,CC,S,AL,X,N,,,,,,
TA,CW,S,TR,X,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,D,TR,A,H,AL,B,H,,,
TR,CW,S,YU,B,L,,,,,,
AL,CW,S,AL,B,E,,,,,,
TA,CW,S,TR,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CW,S,AL,X,,,,,,,
TR,CW,S,TA,B,E,,,,,,
TA,CW,S,TR,A,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
YU,CW,D,AL,N,,,,,,,
TA,CC,D,TR,X,L,,,,,,
AL,CW,S,TA,N,E,,,,,,
YU,CW,S,TA,A,E,,,,,,
AL,CC,S,TA,A,L,,,,,,
TR,CW,S,YU,N,E,,,,,,
AL,CW,S,TA,X,E,,,,,,
TR,CW,S,TA,A,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
AL,CW,S,TR,A,E,,,,,,
AL,CW,S,TR,X,D,,,,,,
TA,CC,VD,TR,X,L,,,,,,
AL,CW,B,TA,B,,,,,,,
TA,CC,D,TR,X,L,,,,,,
TR,CW,D,AL,B,,,,,,,
AL,CW,B,TA,B>N>A,,,,,,,
TA,CW,B,TR,B,,,,,,,
AL,CW,S,TR,X,L,,,,,,
TR,CC,S,TA,X,L,,,,,,
TA,CW,S,AL,B,,,,,,,
TR,CW,VD,AL,X,N,,,,,,
AL,CC,S,TR,X,E,,,,,,
TR,CC,S,TA,X,E,,,,,,
TR,CC,B,TA,B,E,,,,,,
TA,CW,D,AL,B,H,,,,,,
AL,CC,B,YU,B,E,,,,,,
AL,CC,B,TR,B,L,TA,X,H,,,
YU,CW,S,TA,B,E,,,,,,
TR,CW,S,TA,X,E,,,,,,
TR,CW,D,AL,B,H,,,,,,
TR,CW,S,AL,,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TR,CC,B,AL,X,H,,,,,,
TR,CC,B,TR,B,E,,,,,,
TA,CW,S,AL,A,E,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,TR,B,E,,,,,,
AL,CW,S,TR,B,L,,,,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,S,TR,X,E,,,,,,
TR,CC,S,TR,X,L,AL,B,E,,,
TA,CC,B,YU,B,E,,,,,,
TR,CC,B,TR,A,E,,,,,,
AL,CC,D,TR,B,E,,,,,,
TR,CW,D,TA,X,H,,,,,,
TA,CW,B,TR,B,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
TR,CC,B,TA,B,E,,,,,,
TA,CW,B,YU,B,E,,,,,,
TA,CC,S,AL,B,E,,,,,,
TA,CC,S,YU,N,E,AL,X,E,,,
TA,CW,S,TR,X,E,,,,,,
YU,CW,D,TR,X,H,,,,,,
AL,CW,S,TR,,E,,,,,,
AL,CC,S,YU,X,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
TA,CW,B,AL,B,H,,,,,,
AL,CW,S,TA,B,E,,,,,,
AL,CW,S,YU,B,,,,,,,
TR,CW,S,TA,B,,,,,,,
AL,CW,S,TA,A,E,,,,,,
YU,CW,S,TA,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
TR,CW,B,AL,B,E,,,,,,
TR,CW,S,AL,A,L,YU,X,L,,,
TA,CW,D,TR,B,H,,,,,,
TA,CW,D,TR,B,H,,,,,,
AL,CW,S,YU,B,E,,,,,,
TA,CW,S,TR,X,L,,,,,,
TA,CW,S,TR,X,E,,,,,,
TR,CC,B,AL,X,H,,,,,,
AL,CC,S,AL,B,L,,,,,,
TR,CW,S,TA,X,E,,,,,,
TR,CC,B,TA,B,L,,,,,,
TA,CW,S,TR,B,L,,,,,,
TR,CW,B,AL,N,L,,,,,,
AL,CW,D,TR,N,H,,,,,,
TR,CW,B,TA,B,L,,,,,,
TR,CW,B,TA,B,L,,,,,,
TA,CW,VD,TR,A,H,,,,,,
TR,CW,B,TA,B,E,,,,,,
TA,CW,B,TR,A,E,,,,,,
TA,CW,B,TR,B,H,,,,,,
TA,CW,D,TR,B,H,,,,,,
TR,CW,S,TA,B,H,,,,,,
AL,CW,S,TR,X,E,,,,,,
YU,CW,S,AL,B>N>A,H,,,,,,
AL,CW,S,TA,,E,,,,,,
TR,CW,B,AL,,E,,,,,,
AL,CW,B,TA,,L,,,,,,
AL,CW,S,TA,,,,,,,,
AL,CW,S,TA,A,E,TR,B,E,,,
TR,CW,D,TR,A,H,,,,,,
TA,CW,B,AL,X,H,,,,,,
TA,CW,B,TR,X,E,,,,,,
AL,CW,S,TR,X,L,,,,,,
AL,CW,S,TR,N,E,,,,,,
TA,CW,D,AL,A,H,,,,,,
TR,CW,B,TA,A,L,,,,,,
AL,CW,S,TA,X,L,,,,,,
TA,CW,S,TR,B,E,,,,,,
TA,CW,B,TR,X,H,,,,,,
AL,CW,S,TA,X,E,,,,,,
YU,CW,S,TR,N,E,,,,,,
TA,CC,B,TA,A,L,,,,,,
YU,CW,B,TA,B,H,,,,,,
AL,CW,S,TR,X,E,,,,,,
TA,CW,B,YU,X,H,,,,,,
TR,CW,D,TA,B>N>A,H,,,,,,
TR,CC,S,TA,X,E,AL,X,L,,,
TA,CW,S,TR,X,L,,,,,,
TR,CC,S,TA,X,E,,,,,,
TA,CW,B,TR,X,H,,,,,,
TA,CC,B,TR,A,H,,,,,,
TA,CW,D,AL,B,H,,,,,,
AL,CW,S,TA,A,L,,,,,,
TA,CC,D,YU,X,E,,,,,,
TR,CC,VD,AL,X,,,,,,,
TA,CC,D,AL,B,E,,,,,,
TA,CW,S,AL,B,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CW,S,YU,N,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
AL,CW,B,TR,B,E,,,,,,
TR,CW,B,TR,X,E,,,,,,
AL,CW,S,TR,X,E,,,,,,
AL,CC,S,TR,X,E,,,,,,
TA,CC,D,AL,X,E,,,,,,
AL,CC,S,TR,B,E,,,,,,
AL,CW,S,YU,B,E,,,,,,
TR,CW,S,YU,B,E,,,,,,
TA,CC,B,TR,N,H,,,,,,
